Restaurant_ID,Location,Year,Month,Total_Sales,Total_Expenses,Marketing_Cost,Rent,Staff_Cost,Utilities,Profit,Customer_Count
R001,Houston,2024,11,74698,47490,5582,11287,24339,6282,27208,4197
R001,Houston,2024,12,91663,61356,9516,14986,32043,4811,30307,2169
R002,Fort Worth,2022,1,74754,52290,7630,13338,26411,4911,22464,2534
R002,Fort Worth,2022,2,48680,37079,4976,6959,20759,4385,11601,3719
R002,Fort Worth,2022,3,77504,47611,3802,13155,23120,7534,29893,4861
R002,Fort Worth,2022,4,100713,44690,7730,5262,29075,2623,56023,1816
R002,Fort Worth,2022,5,56371,38838,5643,7049,20423,5723,17533,3908
R002,Fort Worth,2022,6,69855,48666,6090,12158,25248,5170,21189,2482
R002,Fort Worth,2022,7,55151,35099,4255,6154,19499,5191,20052,2496
R002,Fort Worth,2022,8,52183,37355,6723,6648,20539,3445,14828,4999
R002,Fort Worth,2022,9,101267,32500,2253,7557,20592,2098,68767,3000
R002,Fort Worth,2022,10,108497,49826,8015,9973,26969,4869,58671,4034
R002,Fort Worth,2022,11,101135,43500,2956,13352,20699,6493,57635,2100
R002,Fort Worth,2022,12,43987,46206,3527,11015,28446,3218,-2219,3904
R002,Fort Worth,2023,1,110091,49207,2954,13050,27757,5446,60884,1845
R002,Fort Worth,2023,2,46893,40368,3693,8436,23754,4485,6525,4154
R002,Fort Worth,2023,3,70746,37099,2225,9893,22022,2959,33647,3867
R002,Fort Worth,2023,4,80764,42451,2815,12683,19642,7311,38313,3920
R002,Fort Worth,2023,5,113744,61887,9339,14435,33589,4524,51857,1869
R002,Fort Worth,2023,6,76212,49756,4565,6060,33711,5420,26456,1101
R002,Fort Worth,2023,7,85236,33563,2606,8170,15699,7088,51673,1939
R002,Fort Worth,2023,8,105726,31439,4300,5980,17975,3184,74287,4127
R002,Fort Worth,2023,9,66641,37681,3816,10854,15569,7442,28960,2695
R002,Fort Worth,2023,10,91885,42233,5863,12455,19014,4901,49652,2486
R002,Fort Worth,2023,11,75777,44098,9806,5154,25729,3409,31679,4857
R002,Fort Worth,2023,12,106320,47172,5175,13096,22560,6341,59148,3606
R002,Fort Worth,2024,1,89689,42998,7986,6841,25647,2524,46691,3750
R002,Fort Worth,2024,2,110316,47017,6115,7368,27039,6495,63299,3501
R002,Fort Worth,2024,3,95766,44033,3166,10919,25966,3982,51733,1653
R002,Fort Worth,2024,4,92921,40406,2574,6148,24907,6777,52515,4654
R002,Fort Worth,2024,5,55338,32670,4491,8124,18051,2004,22668,1676
R002,Fort Worth,2024,6,98335,54735,9027,9142,30202,6364,43600,1435
R002,Fort Worth,2024,7,113847,45638,2830,10177,29262,3369,68209,1540
R002,Fort Worth,2024,8,72217,50437,2116,10949,34222,3150,21780,2731
R002,Fort Worth,2024,9,114740,46490,3664,6081,31896,4849,68250,1359
R002,Fort Worth,2024,10,60056,57223,6583,12404,31244,6992,2833,4143
R002,Fort Worth,2024,11,53500,56990,6070,14662,31964,4294,-3490,3947
R002,Fort Worth,2024,12,107215,57243,5506,12253,34128,5356,49972,4845
R003,Austin,2022,1,49435,47633,7188,7141,28245,5059,1802,3759
R003,Austin,2022,2,75247,46833,8484,14827,19452,4070,28414,3649
R003,Austin,2022,3,80158,46033,8905,7489,24823,4816,34125,1815
R003,Austin,2022,4,49540,41920,6611,7839,20878,6592,7620,1695
R003,Austin,2022,5,100890,37117,2851,6687,21833,5746,63773,3227
R003,Austin,2022,6,44000,42713,7052,7738,20387,7536,1287,4713
R003,Austin,2022,7,60764,39650,4444,9107,20726,5373,21114,4769
R003,Austin,2022,8,67350,53769,4896,13967,31281,3625,13581,3869
R003,Austin,2022,9,105953,37014,2114,13808,18267,2825,68939,2316
R003,Austin,2022,10,51338,40270,2412,12543,22587,2728,11068,4148
R003,Austin,2022,11,84425,38245,7988,7504,17967,4786,46180,1922
R003,Austin,2022,12,57955,38007,7073,10104,17143,3687,19948,4932
R003,Austin,2023,1,84811,39176,5440,8766,20644,4326,45635,3714
R003,Austin,2023,2,61352,53623,7917,13787,29191,2728,7729,2165
R003,Austin,2023,3,106234,43152,9186,5395,22400,6171,63082,3302
R003,Austin,2023,4,99163,33128,2717,7782,20486,2143,66035,3940
R003,Austin,2023,5,51130,41022,7588,12651,16167,4616,10108,1862
R003,Austin,2023,6,61545,41731,7305,11541,19729,3156,19814,1532
R003,Austin,2023,7,46801,51898,6846,11731,30368,2953,-5097,3339
R003,Austin,2023,8,112592,44021,5324,6542,28964,3191,68571,3793
R003,Austin,2023,9,59065,41952,3217,6540,28807,3388,17113,2656
R003,Austin,2023,10,97854,38285,9494,9312,16324,3155,59569,2627
R003,Austin,2023,11,75909,39638,9419,8486,16810,4923,36271,3014
R003,Austin,2023,12,65289,43842,7977,9268,19748,6849,21447,2043
R003,Austin,2024,1,43709,45710,3081,11619,28116,2894,-2001,2184
R003,Austin,2024,2,82918,48075,5072,11530,25188,6285,34843,1304
R003,Austin,2024,3,68016,54740,9576,5823,32312,7029,13276,933
R003,Austin,2024,4,107641,40705,5627,11316,16852,6910,66936,4975
R003,Austin,2024,5,101642,49514,4811,10348,28843,5512,52128,2056
R003,Austin,2024,6,92528,54495,7645,8486,34968,3396,38033,4437
R003,Austin,2024,7,108866,47610,4703,13662,22114,7131,61256,2153
R003,Austin,2024,8,50975,37029,4831,10063,15667,6468,13946,1945
R003,Austin,2024,9,86427,54206,8819,8719,34129,2539,32221,3579
R003,Austin,2024,10,44835,53974,5775,11042,29837,7320,-9139,3308
R003,Austin,2024,11,75547,36724,8895,5924,16581,5324,38823,1055
R003,Austin,2024,12,110340,45899,3838,5009,34255,2797,64441,1815
R004,Dallas,2022,1,101813,43102,5136,7193,23415,7358,58711,4958
R004,Dallas,2022,2,102680,46617,5925,11970,21938,6784,56063,4800
R004,Dallas,2022,3,58017,42504,4152,12266,23702,2384,15513,1204
R004,Dallas,2022,4,80943,48815,8966,7000,24860,7989,32128,2260
R004,Dallas,2022,5,63574,50501,9140,8636,25916,6809,13073,4978
R004,Dallas,2022,6,53456,46542,9252,12245,20997,4048,6914,4946
R004,Dallas,2022,7,93932,42175,2716,12939,19544,6976,51757,2623
R004,Dallas,2022,8,76187,52215,8238,12239,29489,2249,23972,1473
R004,Dallas,2022,9,101877,33282,4165,5770,19363,3984,68595,1877
R004,Dallas,2022,10,113963,38995,2388,12901,19858,3848,74968,3614
R004,Dallas,2022,11,59758,43291,9062,6252,21996,5981,16467,2922
R004,Dallas,2022,12,93682,41309,4150,11881,21949,3329,52373,2158
R004,Dallas,2023,1,63386,42478,4482,6331,24550,7115,20908,3977
R004,Dallas,2023,2,83088,38252,4180,9892,22043,2137,44836,4272
R004,Dallas,2023,3,59963,47645,7971,9164,22941,7569,12318,4618
R004,Dallas,2023,4,52015,36962,6042,6906,21254,2760,15053,4245
R004,Dallas,2023,5,62415,56372,9687,14091,27647,4947,6043,2519
R004,Dallas,2023,6,81240,33085,5266,6887,18266,2666,48155,4988
R004,Dallas,2023,7,115697,51371,6156,11777,26314,7124,64326,4700
R004,Dallas,2023,8,63061,43404,7524,11981,21376,2523,19657,3193
R004,Dallas,2023,9,91745,52333,3968,14945,29124,4296,39412,3061
R004,Dallas,2023,10,50478,50940,7175,11493,27394,4878,-462,4943
R004,Dallas,2023,11,92796,30648,6432,6276,15302,2638,62148,855
R004,Dallas,2023,12,48717,42131,6569,13150,17125,5287,6586,1164
R004,Dallas,2024,1,44621,42736,8842,10126,20122,3646,1885,1718
R004,Dallas,2024,2,95658,42918,7870,6531,23172,5345,52740,2706
R004,Dallas,2024,3,75854,47793,7311,13152,20750,6580,28061,2875
R004,Dallas,2024,4,41062,33626,3976,6296,21229,2125,7436,4396
R004,Dallas,2024,5,46168,41654,3603,12561,23258,2232,4514,2956
R004,Dallas,2024,6,66734,53664,8371,9206,29369,6718,13070,4807
R004,Dallas,2024,7,63275,57734,8738,7472,34123,7401,5541,2561
R004,Dallas,2024,8,115703,45327,4362,5876,29277,5812,70376,4248
R004,Dallas,2024,9,98656,34420,3460,6733,16605,7622,64236,3363
R004,Dallas,2024,10,117149,50818,8986,8517,25589,7726,66331,4535
R004,Dallas,2024,11,67446,37247,3160,13434,17590,3063,30199,3395
R004,Dallas,2024,12,49111,43857,7342,5005,23659,7851,5254,4970
R005,Austin,2022,1,40117,48830,4928,7551,29309,7042,-8713,1646
R005,Austin,2022,2,50954,47825,7511,11316,21469,7529,3129,1941
R005,Austin,2022,3,104323,55960,3810,13915,31608,6627,48363,2848
R005,Austin,2022,4,118477,41925,6415,14765,16828,3917,76552,2826
R005,Austin,2022,5,87362,51853,5744,14093,27977,4039,35509,809
R005,Austin,2022,6,49865,56991,4219,12041,33444,7287,-7126,4513
R005,Austin,2022,7,74387,39062,2320,6342,25568,4832,35325,3624
R005,Austin,2022,8,119767,46121,9717,8490,24310,3604,73646,4827
R005,Austin,2022,9,40235,39974,3969,6908,23567,5530,261,3435
R005,Austin,2022,10,113698,36936,3570,7560,20415,5391,76762,3765
R005,Austin,2022,11,45951,47791,7468,13007,24064,3252,-1840,2114
R005,Austin,2022,12,55524,35744,8148,7898,15077,4621,19780,1400
R005,Austin,2023,1,54060,39599,3065,7136,25535,3863,14461,2118
R005,Austin,2023,2,69287,52478,5597,11943,26954,7984,16809,2990
R005,Austin,2023,3,49184,33206,4712,7192,16248,5054,15978,4833
R005,Austin,2023,4,58381,39731,6916,8687,19018,5110,18650,2770
R005,Austin,2023,5,81157,52083,7765,6202,30374,7742,29074,2835
R005,Austin,2023,6,65053,28799,3254,5922,15419,4204,36254,3397
R005,Austin,2023,7,106656,35727,5068,5950,17336,7373,70929,3043
R005,Austin,2023,8,59029,46280,3857,9612,28946,3865,12749,3712
R005,Austin,2023,9,86197,45248,4853,11028,21371,7996,40949,4028
R005,Austin,2023,10,60103,40446,9428,7371,17891,5756,19657,894
R005,Austin,2023,11,79666,34643,3955,5793,17116,7779,45023,4906
R005,Austin,2023,12,54153,34244,4919,11166,15814,2345,19909,3149
R005,Austin,2024,1,42443,46505,4265,12783,26473,2984,-4062,2439
R005,Austin,2024,2,67306,44572,5531,12147,19451,7443,22734,3735
R005,Austin,2024,3,93028,52702,7959,5126,34561,5056,40326,1403
R005,Austin,2024,4,105310,44202,5449,11024,22196,5533,61108,4167
R005,Austin,2024,5,108904,46374,5797,6792,26053,7732,62530,4276
R005,Austin,2024,6,41645,62246,8563,14397,34414,4872,-20601,3872
R005,Austin,2024,7,93173,41386,6662,11514,17708,5502,51787,2132
R005,Austin,2024,8,97545,43207,5507,11456,19212,7032,54338,1374
R005,Austin,2024,9,103731,36860,2536,6625,25314,2385,66871,4081
R005,Austin,2024,10,48666,39541,2417,11490,18600,7034,9125,1754
R005,Austin,2024,11,110507,47134,6858,6205,27951,6120,63373,2790
R005,Austin,2024,12,110835,50229,6805,8572,28472,6380,60606,4958
R006,Dallas,2022,1,44757,54595,4713,10588,32350,6944,-9838,4232
R006,Dallas,2022,2,89840,47339,6243,8701,24916,7479,42501,2592
R006,Dallas,2022,3,41759,39826,5212,14181,17482,2951,1933,1522
R006,Dallas,2022,4,42079,41218,4717,9524,24692,2285,861,4295
R006,Dallas,2022,5,58449,48849,2768,10490,30534,5057,9600,2961
R006,Dallas,2022,6,51485,62804,7797,14138,34719,6150,-11319,2281
R006,Dallas,2022,7,115629,48232,8305,8451,29422,2054,67397,2623
R006,Dallas,2022,8,116534,61467,7954,13519,34694,5300,55067,4475
R006,Dallas,2022,9,119111,46905,9585,12970,17143,7207,72206,2111
R006,Dallas,2022,10,100535,50217,8957,7538,27175,6547,50318,964
R006,Dallas,2022,11,106358,36292,2943,11150,19425,2774,70066,2998
R006,Dallas,2022,12,100500,36303,6242,8695,18452,2914,64197,2108
R006,Dallas,2023,1,71419,50588,6177,13705,25112,5594,20831,2209
R006,Dallas,2023,2,116918,45446,6491,6555,29596,2804,71472,2079
R006,Dallas,2023,3,103197,48563,7000,12083,26093,3387,54634,3561
R006,Dallas,2023,4,88285,49094,4679,7106,31086,6223,39191,3568
R006,Dallas,2023,5,68529,45166,5186,7573,27808,4599,23363,4833
R006,Dallas,2023,6,100774,57471,9368,10877,32685,4541,43303,2851
R006,Dallas,2023,7,95961,52070,2441,13996,31458,4175,43891,4724
R006,Dallas,2023,8,78243,45721,2040,12184,27875,3622,32522,1141
R006,Dallas,2023,9,101396,50357,4074,12992,30646,2645,51039,1409
R006,Dallas,2023,10,86828,53415,8136,13646,26664,4969,33413,3828
R006,Dallas,2023,11,69373,39318,4681,8629,18067,7941,30055,2186
R006,Dallas,2023,12,101120,48699,4866,9788,26555,7490,52421,4924
R006,Dallas,2024,1,97492,41220,5850,10415,21819,3136,56272,986
R006,Dallas,2024,2,51046,62239,8887,14442,32717,6193,-11193,4950
R006,Dallas,2024,3,63150,40029,4711,9853,22715,2750,23121,2562
R006,Dallas,2024,4,71987,51892,9658,12101,27652,2481,20095,953
R006,Dallas,2024,5,41524,39359,4120,7343,20136,7760,2165,2040
R006,Dallas,2024,6,40060,44047,2938,6639,27312,7158,-3987,4369
R006,Dallas,2024,7,74020,49765,6203,13363,24650,5549,24255,4997
R006,Dallas,2024,8,63051,56554,4322,14828,31314,6090,6497,3804
R006,Dallas,2024,9,61520,32973,2329,8640,16341,5663,28547,1015
R006,Dallas,2024,10,40338,45697,7895,7708,26344,3750,-5359,3221
R006,Dallas,2024,11,98053,51488,7319,11609,26918,5642,46565,4793
R006,Dallas,2024,12,67935,46261,6873,9806,23592,5990,21674,3957
R007,San Antonio,2022,1,84813,44412,6430,13820,19232,4930,40401,2321
R007,San Antonio,2022,2,81786,40353,6822,6500,21737,5294,41433,3219
R007,San Antonio,2022,3,65510,52950,5042,9497,32850,5561,12560,1414
R007,San Antonio,2022,4,114910,42245,5223,12138,17667,7217,72665,930
R007,San Antonio,2022,5,42983,48096,9129,9278,27651,2038,-5113,4759
R007,San Antonio,2022,6,46640,49292,5587,10468,30317,2920,-2652,3569
R007,San Antonio,2022,7,119273,53803,3131,13502,34625,2545,65470,3261
R007,San Antonio,2022,8,69430,37633,3804,8810,22206,2813,31797,4924
R007,San Antonio,2022,9,69629,47723,4032,13436,27984,2271,21906,4311
R007,San Antonio,2022,10,98606,38774,4424,9361,22069,2920,59832,4230
R007,San Antonio,2022,11,52676,35934,4624,8760,17050,5500,16742,1965
R007,San Antonio,2022,12,64951,38403,9837,7033,15145,6388,26548,1231
R007,San Antonio,2023,1,75400,47939,6494,13056,24155,4234,27461,2841
R007,San Antonio,2023,2,107364,40849,4108,14130,19805,2806,66515,2263
R007,San Antonio,2023,3,96638,44358,7421,13202,16868,6867,52280,1684
R007,San Antonio,2023,4,104754,44867,5564,6389,26593,6321,59887,1624
R007,San Antonio,2023,5,67376,50999,4553,11402,29199,5845,16377,2596
R007,San Antonio,2023,6,113781,56700,9214,5726,34120,7640,57081,3970
R007,San Antonio,2023,7,102483,48273,3913,14788,25106,4466,54210,3537
R007,San Antonio,2023,8,65425,47974,4109,12312,29551,2002,17451,4869
R007,San Antonio,2023,9,94028,45561,9287,5892,25222,5160,48467,3176
R007,San Antonio,2023,10,74701,49741,3380,6290,33024,7047,24960,3482
R007,San Antonio,2023,11,105160,48143,3218,10016,28774,6135,57017,2360
R007,San Antonio,2023,12,104772,42940,3418,5954,30585,2983,61832,1774
R007,San Antonio,2024,1,109669,45108,8471,10370,18972,7295,64561,1713
R007,San Antonio,2024,2,49903,54120,5020,13987,27880,7233,-4217,3911
R007,San Antonio,2024,3,49516,35242,8367,5317,17396,4162,14274,3545
R007,San Antonio,2024,4,41591,35891,5111,11183,16312,3285,5700,3183
R007,San Antonio,2024,5,59623,35129,4139,6704,21924,2362,24494,3404
R007,San Antonio,2024,6,66292,39782,7289,9286,18738,4469,26510,1356
R007,San Antonio,2024,7,114553,51349,4808,10150,29870,6521,63204,3519
R007,San Antonio,2024,8,62890,45013,5508,8741,24766,5998,17877,2929
R007,San Antonio,2024,9,58787,38388,5329,13780,15294,3985,20399,3917
R007,San Antonio,2024,10,115418,39004,3136,7064,22009,6795,76414,1807
R007,San Antonio,2024,11,110981,46394,4514,10352,24439,7089,64587,4702
R007,San Antonio,2024,12,41435,32314,2571,7382,20084,2277,9121,2687
R008,Fort Worth,2022,1,85539,48323,3265,12491,29527,3040,37216,1717
R008,Fort Worth,2022,2,103888,41373,2885,7752,26383,4353,62515,1486
R008,Fort Worth,2022,3,64860,42700,6811,13954,17428,4507,22160,828
R008,Fort Worth,2022,4,84064,57839,9813,14645,28025,5356,26225,1315
R008,Fort Worth,2022,5,54288,57570,9266,11540,31422,5342,-3282,1686
R008,Fort Worth,2022,6,115932,53533,3098,12027,33207,5201,62399,3955
R008,Fort Worth,2022,7,43093,55921,5530,10658,34280,5453,-12828,4311
R008,Fort Worth,2022,8,73756,55861,6116,11446,31335,6964,17895,4826
R008,Fort Worth,2022,9,93331,43914,9941,6682,20626,6665,49417,4763
R008,Fort Worth,2022,10,59982,46590,5233,6980,30522,3855,13392,3856
R008,Fort Worth,2022,11,66385,58274,7390,11635,33639,5610,8111,2407
R008,Fort Worth,2022,12,61563,41009,8573,5984,20776,5676,20554,4180
R008,Fort Worth,2023,1,48711,43270,2590,6050,28997,5633,5441,1759
R008,Fort Worth,2023,2,78827,46911,2692,10655,27091,6473,31916,3746
R008,Fort Worth,2023,3,55251,37728,9725,5526,18224,4253,17523,4144
R008,Fort Worth,2023,4,68541,33513,7355,6875,16763,2520,35028,1816
R008,Fort Worth,2023,5,45109,38656,8644,5116,17433,7463,6453,1383
R008,Fort Worth,2023,6,69759,53294,5788,9167,32773,5566,16465,965
R008,Fort Worth,2023,7,66143,46537,8154,10420,23920,4043,19606,4997
R008,Fort Worth,2023,8,92648,34264,7511,5778,15213,5762,58384,2376
R008,Fort Worth,2023,9,83408,40230,8731,8117,20791,2591,43178,3520
R008,Fort Worth,2023,10,114441,50215,2935,11047,31385,4848,64226,4844
R008,Fort Worth,2023,11,96985,38613,2917,8174,25433,2089,58372,2509
R008,Fort Worth,2023,12,115897,32270,6238,8041,15105,2886,83627,1227
R008,Fort Worth,2024,1,102768,38701,3895,11090,21082,2634,64067,2725
R008,Fort Worth,2024,2,66015,39083,2552,13907,18911,3713,26932,4189
R008,Fort Worth,2024,3,65683,42363,7437,13442,17430,4054,23320,1258
R008,Fort Worth,2024,4,86163,40144,2207,5899,26653,5385,46019,821
R008,Fort Worth,2024,5,114137,34583,2894,5514,19109,7066,79554,2934
R008,Fort Worth,2024,6,41560,55277,7420,6266,34811,6780,-13717,2727
R008,Fort Worth,2024,7,68380,37183,5702,7356,19790,4335,31197,1106
R008,Fort Worth,2024,8,60049,49789,3989,12057,31082,2661,10260,1111
R008,Fort Worth,2024,9,42920,52086,3082,13946,27732,7326,-9166,1152
R008,Fort Worth,2024,10,70027,49087,5888,12005,29036,2158,20940,2777
R008,Fort Worth,2024,11,40956,54417,4071,13595,30140,6611,-13461,3579
R008,Fort Worth,2024,12,65963,36795,5453,11675,15955,3712,29168,2073
R009,Fort Worth,2022,1,71860,51268,9009,10631,27003,4625,20592,3182
R009,Fort Worth,2022,2,66017,53559,4979,14989,27582,6009,12458,2194
R009,Fort Worth,2022,3,85241,46126,3269,9732,30596,2529,39115,4423
R009,Fort Worth,2022,4,97056,48988,4914,8591,27765,7718,48068,4169
R009,Fort Worth,2022,5,106061,33192,8477,5001,15374,4340,72869,4805
R009,Fort Worth,2022,6,44648,29549,4365,6525,16646,2013,15099,3078
R009,Fort Worth,2022,7,87064,44223,5155,13321,18814,6933,42841,4016
R009,Fort Worth,2022,8,101272,37624,4040,13219,17113,3252,63648,2846
R009,Fort Worth,2022,9,53760,50060,7543,9555,27588,5374,3700,4266
R009,Fort Worth,2022,10,92233,47699,5778,5629,31653,4639,44534,2793
R009,Fort Worth,2022,11,111260,48696,7897,8432,24472,7895,62564,3160
R009,Fort Worth,2022,12,111635,34411,3307,8192,18178,4734,77224,3012
R009,Fort Worth,2023,1,49847,47298,3579,7203,32774,3742,2549,2725
R009,Fort Worth,2023,2,40619,32122,3274,5956,16939,5953,8497,3181
R009,Fort Worth,2023,3,106504,43287,8654,14508,15281,4844,63217,1858
R009,Fort Worth,2023,4,116260,45266,5828,10178,21980,7280,70994,1808
R009,Fort Worth,2023,5,104178,45663,3229,14227,23467,4740,58515,3089
R009,Fort Worth,2023,6,41239,45867,7370,5125,27504,5868,-4628,2008
R009,Fort Worth,2023,7,55398,46580,7342,12351,21638,5249,8818,1718
R009,Fort Worth,2023,8,119141,44377,5923,11294,20757,6403,74764,2769
R009,Fort Worth,2023,9,83753,40950,2891,9470,25225,3364,42803,928
R009,Fort Worth,2023,10,63196,49702,9519,9612,27373,3198,13494,4673
R009,Fort Worth,2023,11,88320,53743,8454,10238,30577,4474,34577,4285
R009,Fort Worth,2023,12,95409,39775,6049,12705,18719,2302,55634,4752
R009,Fort Worth,2024,1,90138,38781,3863,9440,18072,7406,51357,3924
R009,Fort Worth,2024,2,82287,44637,7188,13125,18291,6033,37650,1503
R009,Fort Worth,2024,3,45704,50687,5232,12848,27975,4632,-4983,4628
R009,Fort Worth,2024,4,106024,59566,9114,14539,30740,5173,46458,2467
R009,Fort Worth,2024,5,44114,43935,9621,8553,22761,3000,179,1650
R009,Fort Worth,2024,6,57772,35350,7450,8712,16367,2821,22422,1254
R009,Fort Worth,2024,7,91924,41954,5726,12232,19806,4190,49970,1716
R009,Fort Worth,2024,8,117714,54691,4875,10592,32824,6400,63023,1535
R009,Fort Worth,2024,9,62443,51351,8245,12010,26207,4889,11092,1761
R009,Fort Worth,2024,10,117576,40588,3026,11228,21471,4863,76988,3301
R009,Fort Worth,2024,11,71348,37336,9388,6177,19760,2011,34012,4164
R009,Fort Worth,2024,12,67598,54323,5371,13234,31173,4545,13275,3211
R010,Austin,2022,1,118714,41186,8570,14196,15406,3014,77528,2638
R010,Austin,2022,2,79310,47842,8936,13906,19146,5854,31468,940
R010,Austin,2022,3,77650,53652,7921,11012,32347,2372,23998,4435
R010,Austin,2022,4,76378,51820,3692,11894,28467,7767,24558,905
R010,Austin,2022,5,94691,56991,8813,14873,27289,6016,37700,3436
R010,Austin,2022,6,63171,51782,4137,9445,34914,3286,11389,3979
R010,Austin,2022,7,88713,42223,7158,12052,18654,4359,46490,1244
R010,Austin,2022,8,46441,50898,7047,13227,24667,5957,-4457,2598
R010,Austin,2022,9,99189,37902,3408,10291,20495,3708,61287,3738
R010,Austin,2022,10,105429,45996,9285,6300,24435,5976,59433,3897
R010,Austin,2022,11,77384,46280,7902,5009,25617,7752,31104,2460
R010,Austin,2022,12,71401,53607,4631,11295,32456,5225,17794,2116
R010,Austin,2023,1,95826,38328,5683,12227,18273,2145,57498,3840
R010,Austin,2023,2,104174,46878,3584,5482,34563,3249,57296,1430
R010,Austin,2023,3,89104,45993,2661,7852,31014,4466,43111,1787
R010,Austin,2023,4,80390,52862,9327,14738,24160,4637,27528,1900
R010,Austin,2023,5,97784,38549,9421,10016,15769,3343,59235,4529
R010,Austin,2023,6,72117,53720,8780,11602,26543,6795,18397,3149
R010,Austin,2023,7,100946,34666,7699,6241,16125,4601,66280,1990
R010,Austin,2023,8,79532,51226,7101,12843,29210,2072,28306,2714
R010,Austin,2023,9,108008,49654,5046,5707,33188,5713,58354,3364
R010,Austin,2023,10,108011,49172,5610,9255,29484,4823,58839,2535
R010,Austin,2023,11,113794,41621,5061,12979,17428,6153,72173,1141
R010,Austin,2023,12,45249,53927,4774,10291,34201,4661,-8678,2032
R010,Austin,2024,1,49686,38672,7917,9211,15661,5883,11014,4419
R010,Austin,2024,2,82828,37890,9644,8374,15207,4665,44938,3293
R010,Austin,2024,3,108619,42156,6752,8719,22123,4562,66463,2479
R010,Austin,2024,4,112982,55401,6443,11770,30463,6725,57581,2340
R010,Austin,2024,5,102711,43548,2363,7368,31669,2148,59163,4837
R010,Austin,2024,6,96273,48684,6551,14958,19895,7280,47589,1812
R010,Austin,2024,7,116559,57947,4507,14715,34169,4556,58612,4525
R010,Austin,2024,8,56163,53490,6576,10782,33792,2340,2673,3617
R010,Austin,2024,9,70682,40424,8904,7496,20299,3725,30258,2489
R010,Austin,2024,10,76035,54270,9633,9406,32826,2405,21765,2990
R010,Austin,2024,11,44437,42537,7435,13435,19107,2560,1900,4937
R010,Austin,2024,12,65169,46082,7548,6826,26421,5287,19087,4873
R011,Dallas,2022,1,103133,63395,9629,13325,34522,5919,39738,872
R011,Dallas,2022,2,118222,48312,7524,12842,21721,6225,69910,3778
R011,Dallas,2022,3,112909,56492,7907,11097,31127,6361,56417,2785
R011,Dallas,2022,4,114520,48842,8396,9259,23286,7901,65678,1933
R011,Dallas,2022,5,71055,55008,6917,13429,29716,4946,16047,3330
R011,Dallas,2022,6,91112,40394,9045,6048,20772,4529,50718,3764
R011,Dallas,2022,7,57347,44066,2536,12340,22967,6223,13281,4479
R011,Dallas,2022,8,117452,50754,2542,5845,34420,7947,66698,3294
R011,Dallas,2022,9,118213,45282,4719,6884,27330,6349,72931,4001
R011,Dallas,2022,10,112146,53365,8430,12154,28828,3953,58781,4650
R011,Dallas,2022,11,89841,41755,7372,10175,20078,4130,48086,4776
