Restaurant_ID,Location,Year,Month,Total_Sales,Total_Expenses,Marketing_Cost,Rent,Staff_Cost,Utilities,Profit,Customer_Count
R042,Fort Worth,2024,10,72352.14,40648.87,6167.77,13852.31,17463.87,3164.92,31703.26,4473
R044,San Antonio,2023,3,120426.12,47191.82,3459.15,13430.08,25924.29,4378.29,73234.3,1973
R005,Houston,2024,1,70226.54,40343.59,3659.14,9860.74,23350.43,3473.29,29882.94,2882
R023,Austin,2024,1,110698.43,45846.72,4976.68,15328.26,22696.12,2845.66,64851.71,2508
R051,Austin,2022,5,84344.23,38582.07,3298.47,9555.67,22964.02,2763.91,45762.16,2657
R026,Austin,2023,12,-79643.24,45699.21,6177.0,12000.62,23314.71,4206.87,-125342.45,1603
R033,San Antonio,2022,8,63063.22,44649.01,5174.36,9799.55,26580.46,3094.64,18414.21,3670
R018,San Antonio,2022,2,91777.64,36450.63,3719.2,7548.11,21173.89,4009.43,55327.01,1973
R003,San Antonio,2024,5,74669.82,49918.57,5319.07,11354.55,28219.01,5025.94,24751.25,4030
R023,Austin,2024,3,79797.17,50572.58,5316.18,9167.37,31456.37,4632.67,29224.58,3357
R028,Houston,2023,4,-80307.78,45359.53,6298.55,8931.74,27268.11,2861.12,-125667.31,3874
R027,Fort Worth,2022,2,75579.44,48841.06,6448.71,10183.47,28800.11,3408.77,26738.38,1709
R028,Houston,2023,2,90575.12,30809.11,4691.25,7417.27,15103.97,3596.63,59766.01,744
R010,Houston,2022,9,81458.78,38208.46,3510.43,4908.71,21772.15,8017.16,43250.32,5976
R035,Houston,2022,6,93928.44,37076.69,5136.04,5424.52,22440.45,4075.68,56851.75,4650
R052,Austin,2024,10,24886.49,47088.75,9698.22,12849.67,20390.88,4149.98,-22202.26,1768
R054,Fort Worth,2022,6,84262.47,45338.78,4029.12,6671.57,28807.45,5830.64,38923.68,4612
R043,Fort Worth,2024,8,83476.04,47079.8,7814.59,10696.66,25413.07,3155.49,36396.24,935
R042,Fort Worth,2023,3,40926.46,46733.72,6450.21,8949.79,28855.83,2477.89,-5807.26,5417
R009,Fort Worth,2022,11,112736.82,38918.53,3863.72,4507.69,26003.26,4543.86,73818.3,5500
R055,San Antonio,2024,10,41867.33,35342.62,3810.65,8732.29,18437.56,4362.11,6524.71,4387
R009,Fort Worth,2022,3,61635.21,47200.66,3379.5,10601.71,30743.19,2476.27,14434.55,2590
R034,Dallas,2023,9,73240.22,48965.66,2790.65,19318.62,24394.85,2461.54,24274.56,1343
R015,San Antonio,2022,5,107440.62,44994.02,5076.6,11181.66,24592.81,4142.95,62446.6,3758
R010,Houston,2024,4,128409.73,54757.04,728.65,19413.25,30280.28,4334.86,73652.69,4302
R043,Fort Worth,2024,1,101304.35,53643.94,5009.82,13103.08,29807.5,5723.54,47660.41,2096
R041,Dallas,2024,3,75687.6,122753.54,3125.7,10719.31,104799.42,4109.11,-47065.94,3193
R019,Houston,2024,8,47730.28,43343.39,5514.4,9278.0,25039.4,3511.58,4386.89,4660
R009,Fort Worth,2023,7,67540.94,42575.5,6985.38,11637.45,20800.6,3152.07,24965.44,4636
R041,Dallas,2023,5,80549.85,43632.31,8826.29,11552.81,20795.16,2458.05,36917.54,3928
R053,Houston,2022,11,70954.14,37185.53,3794.13,4015.66,25413.61,3962.12,33768.61,2629
R011,Houston,2022,9,84622.52,44997.38,2894.07,10622.95,30299.7,1180.66,39625.14,3992
R008,Houston,2022,8,86714.81,41748.66,5081.97,12488.42,19631.85,4546.41,44966.15,1021
R006,Austin,2022,5,92951.67,55170.79,7615.97,16347.27,23973.73,7233.83,37780.88,521
R012,Dallas,2023,1,121730.72,49639.41,9868.82,8050.54,25669.8,6050.25,72091.31,3227
R023,Austin,2023,3,73480.75,35472.52,2522.87,6556.19,25168.01,1225.44,38008.24,4771
R053,Houston,2024,1,53343.24,40265.87,3361.42,8311.6,24267.8,4325.05,13077.38,2387
R057,Dallas,2023,12,114746.59,49952.14,5761.04,12072.1,25713.44,6405.55,64794.45,1197
R041,Dallas,2024,5,71662.84,36631.35,,12637.04,20267.55,3726.76,35031.5,1010
R036,Austin,2024,4,96592.56,42949.14,6179.28,2044.52,31831.95,2893.39,53643.42,1791
R044,San Antonio,2024,7,82950.4,35481.44,800.86,4830.09,26199.68,3650.81,47468.96,3789
R007,Fort Worth,2022,3,82634.39,36405.32,,8195.9,26598.91,1610.51,46229.07,535
R046,Dallas,2023,11,70563.99,44689.07,3199.68,9964.37,27683.06,3841.97,25874.91,2056
R028,Houston,2023,3,114357.68,36603.0,3746.71,12375.94,16723.07,3757.29,77754.68,2899
R009,Fort Worth,2024,10,82676.06,123205.21,3515.06,6039.93,109705.77,3944.44,-40529.15,3951
R051,Austin,2023,10,77313.88,30364.33,3464.32,5628.38,18260.93,3010.7,46949.55,5716
R059,San Antonio,2023,1,57954.54,44471.51,3817.57,14644.02,21857.79,4152.13,13483.02,4477
R009,Fort Worth,2023,8,69732.28,41569.51,3431.93,11825.92,19289.35,7022.32,28162.77,1395
R003,San Antonio,2022,2,116916.47,31057.61,,8592.47,16434.33,6030.81,85858.86,4425
R014,Dallas,2023,1,88741.25,71716.0,1870.39,41144.13,23682.76,5018.71,17025.25,4075
R048,Dallas,2024,2,104767.77,47197.09,5040.55,9836.57,31394.38,925.6,57570.68,2426
R015,San Antonio,2023,4,69394.09,37788.1,4143.31,3859.2,25655.95,4129.64,31605.99,3451
R031,Austin,2022,5,39110.52,43316.73,6935.89,9667.63,23542.55,3170.66,-4206.2,2089
R054,Fort Worth,2024,7,118910.4,45896.98,6865.79,944.33,32894.73,5192.14,73013.42,2325
R006,Austin,2023,5,47632.96,46580.69,7321.65,8596.9,26732.52,3929.62,1052.27,3966
R054,Fort Worth,2023,6,95093.56,44190.72,7237.0,10494.33,23573.79,2885.6,50902.84,4228
R004,Dallas,2022,4,76622.49,33781.59,,10842.89,19708.07,3230.63,42840.9,3419
R044,San Antonio,2024,9,75003.14,33212.23,2634.71,2827.55,25639.42,2110.55,41790.91,3830
R042,Fort Worth,2024,9,73551.51,42644.65,9017.47,8555.67,20441.17,4630.35,30906.86,4049
R058,Houston,2024,6,67207.67,51785.92,2630.1,14814.8,30347.24,3993.79,15421.74,3383
R024,Dallas,2022,2,93918.4,39739.7,4796.27,12801.24,18399.05,3743.14,54178.69,4266
R059,San Antonio,2024,10,41243.63,43539.55,4859.91,12176.26,24061.49,2441.9,-2295.93,4553
R012,Dallas,2023,2,58893.02,27441.26,3536.97,6930.41,19850.33,-2876.45,31451.76,841
R010,Houston,2024,3,31879.71,44662.11,4842.76,19763.94,18777.71,1277.69,-12782.4,2446
R059,San Antonio,2024,3,58352.28,40148.04,,8800.66,28332.12,3015.26,18204.24,833
R002,San Antonio,2024,11,57569.09,47886.53,8051.66,11100.73,26047.48,2686.66,9682.56,4968
R018,San Antonio,2022,7,6763.78,49518.98,9105.94,13266.31,23118.5,4028.23,-42755.2,5192
R041,Dallas,2022,7,77160.94,48381.02,4888.3,8867.84,31724.27,2900.61,28779.92,1924
R004,Dallas,2024,3,39260.18,54004.69,6103.73,16016.72,28587.96,3296.28,-14744.51,841
R038,San Antonio,2022,3,151132.86,47525.13,4381.4,11834.13,26113.4,5196.2,103607.72,570
R039,Houston,2023,1,62967.83,44394.7,10052.53,13569.63,20321.72,450.82,18573.13,4770
R042,Fort Worth,2023,12,90613.42,57765.62,4823.25,16632.07,29024.67,7285.63,32847.81,3471
R010,Houston,2024,6,74888.63,44807.39,3435.46,6760.93,29427.29,5183.7,30081.24,4617
R027,Fort Worth,2023,1,46603.44,60460.51,6448.27,13872.28,37939.54,2200.41,-13857.07,1446
R038,San Antonio,2023,2,51207.97,33985.88,4327.62,11801.46,15124.31,2732.49,17222.09,4848
R055,San Antonio,2022,2,81097.51,34571.69,7258.23,9874.69,14614.2,2824.56,46525.82,2881
R059,San Antonio,2023,8,54659.85,44291.21,,8041.29,31713.55,4536.36,10368.65,4448
R016,San Antonio,2023,4,74665.19,31554.73,1864.58,8756.53,16390.14,4543.48,43110.47,1725
R041,Dallas,2022,10,76175.32,33894.59,2716.12,10179.72,16874.39,4124.37,42280.72,2050
R054,Fort Worth,2023,7,106092.97,34042.48,,10864.71,19744.25,3433.52,72050.49,3015
R048,Dallas,2022,10,104019.6,40411.06,2604.08,8720.29,23052.98,6033.71,63608.54,2194
R002,San Antonio,2024,8,59319.23,37641.19,2791.56,12284.72,22253.71,311.21,21678.04,1323
R053,Houston,2023,9,92300.1,60050.6,2737.86,28454.31,25001.12,3857.31,32249.5,2592
R049,San Antonio,2022,5,98610.09,44351.89,3754.91,5346.58,32059.21,3191.19,54258.2,5938
R018,San Antonio,2022,10,-100524.17,43657.53,6290.34,12234.97,20383.33,4748.89,-144181.7,4362
R010,Houston,2024,7,108102.82,44154.2,6895.05,7681.37,27035.26,2542.51,63948.62,4252
R041,Dallas,2024,8,55517.02,40875.38,7675.98,8968.29,22557.89,1673.21,14641.64,1881
R037,Austin,2022,12,69577.87,51455.53,6438.34,15459.32,24584.55,4973.32,18122.34,3969
R032,Austin,2023,11,75372.56,47396.69,7424.26,6281.24,28039.2,5652.0,27975.87,3449
R037,Austin,2023,12,111085.71,50563.04,2330.03,12608.37,31543.89,4080.75,60522.67,3581
R043,Fort Worth,2022,1,72418.53,48249.45,5973.18,10455.58,28472.73,3347.96,24169.08,5647
R036,Austin,2023,2,109498.55,57504.03,6539.67,12191.98,36092.2,2680.18,51994.52,3439
R049,San Antonio,2022,8,130963.53,53878.72,6998.57,13164.42,26088.14,7627.59,77084.82,4728
R041,Dallas,2023,10,80734.56,44774.01,6320.84,9557.92,25157.14,3738.12,35960.54,1801
R022,San Antonio,2024,1,90639.86,42777.06,7216.09,8781.27,21915.85,4863.86,47862.8,4136
R012,Dallas,2022,11,-68035.82,44385.83,,13111.14,28702.95,2571.73,-112421.65,2980
R019,Houston,2022,4,51075.54,36188.99,3020.08,9894.98,20945.0,2328.93,14886.55,2077
R023,Austin,2022,1,94358.01,38037.63,4746.43,7103.74,23669.35,2518.1,56320.39,4754
R025,Fort Worth,2024,4,107981.12,48231.63,2873.65,11243.9,25848.16,8265.92,59749.49,847
R025,Fort Worth,2024,1,118223.22,46916.49,5730.74,7248.53,28349.04,5588.17,71306.74,3441
R042,Fort Worth,2022,8,79191.18,42394.96,2002.84,14857.09,19067.65,6467.37,36796.22,4293
R028,Houston,2024,4,112523.54,72268.62,5353.89,36133.82,28790.89,1990.01,40254.92,1888
R008,Houston,2024,6,90044.28,51767.33,6387.71,9691.49,29546.08,6142.05,38276.95,5233
R036,Austin,2022,10,66122.27,41018.82,6523.24,12188.06,17841.71,4465.82,25103.45,3402
R041,Dallas,2024,10,79370.28,43119.94,1849.36,13667.23,23739.52,3863.83,36250.34,5215
R049,San Antonio,2024,3,83094.68,40589.52,5208.69,8954.36,29982.23,-3555.76,42505.16,2058
R012,Dallas,2023,9,73139.0,44449.33,5440.76,9385.23,24660.61,4962.72,28689.67,2792
R054,Fort Worth,2024,1,103185.85,46283.38,8209.25,8445.79,24176.7,5451.64,56902.48,2796
R049,San Antonio,2023,7,70530.3,48912.97,1909.51,8903.17,33212.71,4887.58,21617.33,5897
R007,Fort Worth,2024,1,60011.53,62682.73,5703.1,12852.39,40289.3,3837.94,-2671.2,4723
R040,Dallas,2023,6,38619.38,39055.12,6184.89,9760.4,18337.35,4772.48,-435.74,3234
R058,Houston,2024,2,134577.87,40678.75,3484.42,5767.46,24684.66,6742.22,93899.12,2048
R035,Houston,2024,12,132277.36,44240.44,,8265.34,30566.36,5408.74,88036.92,3167
R052,Austin,2024,8,109473.88,38482.58,3407.04,5580.77,25429.08,4065.69,70991.3,1388
R004,Dallas,2024,4,93173.44,57309.06,5512.06,12948.07,33327.37,5521.56,35864.38,954
R009,Fort Worth,2023,4,64594.49,40765.28,3276.16,11090.64,21982.89,4415.59,23829.21,2743
R011,Houston,2024,4,65054.79,39581.0,2725.72,7181.78,25106.91,4566.59,25473.79,5687
R018,San Antonio,2024,12,98365.94,45737.8,4809.38,11250.79,26909.83,2767.8,52628.14,3584
R042,Fort Worth,2023,1,111116.75,32571.9,6705.69,6407.89,15055.55,4402.78,78544.85,1133
R031,Austin,2022,4,52134.36,39715.65,4429.54,6769.79,25945.88,2570.44,12418.72,3744
R024,Dallas,2023,2,160653.29,45024.41,5075.25,9179.5,25993.38,4776.28,115628.88,4104
R039,Houston,2023,12,104863.96,43679.78,4609.12,11639.0,24898.8,2532.87,61184.18,4127
R040,Dallas,2024,10,25725.43,39116.24,4832.85,11393.58,20495.19,2394.62,-13390.81,3396
R045,Fort Worth,2023,7,-158741.2,49760.23,7211.2,9685.3,30261.01,2602.72,-208501.43,1011
R052,Austin,2024,6,81316.81,34611.23,6123.6,10787.9,13661.24,4038.5,46705.57,2181
R021,Dallas,2023,5,87358.53,47395.61,8330.62,6142.59,29368.86,3553.54,39962.92,5024
R004,Dallas,2023,9,38255.52,41696.99,8529.37,6275.5,20918.47,5973.65,-3441.47,4991
R046,Dallas,2022,3,98410.34,46954.24,3725.09,12425.23,24352.09,6451.83,51456.1,3856
R041,Dallas,2023,4,-100977.12,40221.12,5450.12,10183.49,21104.74,3482.78,-141198.24,2357
R005,Houston,2024,12,99010.37,131063.31,5515.99,11407.35,109484.89,4655.07,-32052.94,3436
R024,Dallas,2022,9,103782.66,44255.44,6053.8,9427.38,24009.02,4765.24,59527.22,1960
R015,San Antonio,2022,4,56888.35,39219.08,5867.76,2119.64,25214.66,6017.01,17669.27,5612
R002,San Antonio,2023,4,64994.58,52054.8,5688.14,12778.7,28039.19,5548.77,12939.78,4246
R053,Houston,2023,3,55151.98,102739.78,7305.83,62807.79,26966.48,5659.69,-47587.8,3566
R022,San Antonio,2022,1,84434.48,42141.63,800.25,8200.38,30491.65,2649.36,42292.85,2045
R024,Dallas,2023,6,63110.39,45338.47,5386.71,8046.69,28841.67,3063.4,17771.92,2934
R007,Fort Worth,2023,6,82031.92,35248.45,328.85,8502.11,21233.51,5183.97,46783.48,785
R048,Dallas,2023,5,84186.2,27906.55,3176.53,5828.57,15343.08,3558.36,56279.66,3454
R054,Fort Worth,2023,12,36877.13,43852.78,3464.52,7715.06,28889.69,3783.5,-6975.66,1354
R054,Fort Worth,2023,3,110450.57,43508.87,7069.35,9497.53,22976.75,3965.23,66941.7,5708
R031,Austin,2024,11,54009.27,50198.22,4967.37,12944.15,28347.08,3939.62,3811.05,5301
R051,Austin,2022,6,105364.66,46784.22,4121.86,9018.27,29868.77,3775.31,58580.44,2169
R008,Houston,2024,7,79312.13,40794.98,,14983.78,22714.52,3096.68,38517.15,4783
R035,Houston,2022,11,125624.99,45843.86,,11555.02,28554.95,5733.89,79781.13,5471
R037,Austin,2023,3,94081.91,44264.18,7427.41,2986.23,28557.95,5292.59,49817.74,5598
R007,Fort Worth,2023,4,49758.97,37120.6,2000.83,6011.07,24938.61,4170.1,12638.37,4711
R053,Houston,2023,8,90970.96,42295.1,6323.46,16473.14,15308.04,4190.45,48675.86,1736
R022,San Antonio,2024,6,68590.34,48567.72,7407.07,11029.7,24421.53,5709.42,20022.62,729
R048,Dallas,2023,7,109083.14,50124.17,6903.56,14373.09,25646.16,3201.35,58958.96,2595
R046,Dallas,2022,1,70917.2,47479.31,,11601.09,32464.76,3413.46,23437.89,2530
R019,Houston,2022,3,82735.19,128594.66,5151.52,14024.3,107681.13,1737.72,-45859.47,1667
R024,Dallas,2024,6,73487.49,29981.24,5972.37,4151.88,14748.21,5108.77,43506.25,4324
R010,Houston,2022,1,67288.62,44623.01,4769.65,12487.97,22090.81,5274.58,22665.6,2312
R014,Dallas,2024,3,100855.71,47100.47,8287.38,11325.33,25007.31,2480.46,53755.24,3827
R033,San Antonio,2024,10,91579.05,51660.31,4921.83,13805.13,28181.59,4751.75,39918.74,3462
R006,Austin,2024,8,72411.6,33421.58,,9895.89,19057.57,4468.12,38990.02,3389
R009,Fort Worth,2022,10,62576.51,53584.44,4639.04,19579.32,26493.76,2872.31,8992.07,2926
R008,Houston,2022,3,42264.45,47912.75,4448.55,9628.63,29880.74,3954.83,-5648.29,1531
R026,Austin,2024,6,28134.0,41924.21,2942.95,7373.48,28143.84,3463.94,-13790.21,1097
R017,San Antonio,2024,3,74666.76,125715.12,6919.91,14750.43,97055.53,6989.25,-51048.37,5017
R035,Houston,2022,10,43216.66,81221.82,7542.57,49105.47,19582.42,4991.35,-38005.15,4309
R006,Austin,2022,9,47219.47,60134.63,7396.89,8530.9,40470.25,3736.6,-12915.16,5040
R036,Austin,2024,7,93701.67,41360.71,2321.02,7772.84,24420.01,6846.83,52340.97,1122
R043,Fort Worth,2024,5,62462.65,29737.86,,6099.62,21171.38,2466.85,32724.79,2664
R007,Fort Worth,2024,12,78997.79,39509.39,4654.11,15135.13,18140.49,1579.66,39488.4,3993
R046,Dallas,2022,10,61631.42,54465.97,7690.97,8054.33,34306.87,4413.81,7165.45,2324
R048,Dallas,2024,2,104767.77,47197.09,5040.55,9836.57,31394.38,925.6,57570.68,2426
R035,Houston,2023,10,-3688.76,44784.13,4834.93,9798.11,26282.31,3868.79,-48472.9,2707
R042,Fort Worth,2022,12,104173.92,43867.66,7498.7,7662.26,23144.1,5562.6,60306.26,2263
R029,Dallas,2022,11,119080.04,135113.04,7794.9,11131.71,111456.76,4729.67,-16033.0,2846
R056,Houston,2023,11,71684.47,42362.16,5632.8,13823.9,20575.39,2330.06,29322.31,4744
R057,Dallas,2022,8,-93132.73,50136.18,4869.09,13488.63,27121.8,4656.66,-143268.91,5531
R026,Austin,2023,10,118733.52,114620.16,2996.67,12364.43,98413.42,845.65,4113.36,2151
R036,Austin,2022,5,74652.59,62435.27,7504.99,12940.79,37828.26,4161.23,12217.32,1795
R004,Dallas,2023,1,60022.24,43447.96,4670.93,10002.1,25791.28,2983.65,16574.28,2762
R017,San Antonio,2023,3,30316.5,49238.83,4485.08,13441.34,24825.1,6487.31,-18922.33,4244
R025,Fort Worth,2024,5,90976.71,46747.03,510.27,8467.9,30704.32,7064.54,44229.69,3280
R059,San Antonio,2022,7,117464.78,44736.49,6469.42,10177.43,23011.75,5077.89,72728.29,5530
R002,San Antonio,2023,9,77748.03,48130.93,3988.24,10152.23,27473.0,6517.46,29617.1,3286
R055,San Antonio,2023,11,60718.26,38201.98,3994.18,6862.92,23955.41,3389.48,22516.28,1958
R016,San Antonio,2022,5,68721.03,45771.32,6103.48,13600.79,22684.19,3382.86,22949.71,2276
R020,Houston,2022,11,73843.95,46477.14,6191.4,13977.91,21735.96,4571.87,27366.81,5154
R055,San Antonio,2023,6,54387.88,30343.22,5909.2,9242.27,12890.54,2301.21,24044.66,3164
R014,Dallas,2022,4,115261.48,42721.19,3398.04,14519.27,18842.66,5961.23,72540.29,2425
R016,San Antonio,2023,1,80356.1,42683.9,1847.3,11060.64,23720.35,6055.61,37672.2,4566
R033,San Antonio,2023,10,-114930.58,46262.63,4778.73,8604.26,28012.23,4867.41,-161193.21,2257
R046,Dallas,2023,8,45251.28,63845.5,6845.96,33752.43,17011.9,6235.21,-18594.22,2273
R057,Dallas,2022,2,57366.33,39114.87,6283.76,8850.72,20384.64,3595.76,18251.46,3809
R023,Austin,2023,6,60664.06,46184.21,6377.22,9762.11,22605.07,7439.82,14479.85,2181
R034,Dallas,2023,3,103542.42,153365.89,7352.91,14514.16,128011.66,3487.16,-49823.48,3360
R023,Austin,2023,7,90263.75,53223.39,4537.86,14179.54,29196.75,5309.24,37040.37,4432
R056,Houston,2022,12,87233.67,45324.89,5837.43,5839.36,31542.37,2105.73,41908.77,1684
R011,Houston,2022,8,103256.4,46634.58,4344.21,10465.57,29125.49,2699.3,56621.83,5776
R032,Austin,2024,12,46573.12,46689.31,3969.66,9620.44,27197.26,5901.94,-116.18,5734
R034,Dallas,2022,5,108158.69,46890.31,4685.16,9996.2,28004.69,4204.26,61268.38,3533
R033,San Antonio,2023,2,69098.08,36023.87,,6461.38,28085.32,1477.18,33074.21,4350
R033,San Antonio,2023,1,64745.45,38749.68,2818.42,11231.67,21163.4,3536.19,25995.76,3433
R035,Houston,2022,3,123480.22,37402.91,2877.18,6976.95,24994.14,2554.63,86077.31,2407
R025,Fort Worth,2022,2,43771.24,46968.25,4599.86,10748.1,29890.0,1730.29,-3197.02,2791
R018,San Antonio,2022,6,85874.45,38528.39,3281.94,12440.64,16675.54,6130.27,47346.05,3865
R041,Dallas,2022,12,129634.51,38894.46,5923.06,9116.4,20495.0,3360.0,90740.05,2594
R002,San Antonio,2022,9,77320.14,44537.76,4027.57,14778.95,22830.29,2900.96,32782.37,3338
R045,Fort Worth,2023,10,87151.04,51748.65,5313.77,12684.73,30410.93,3339.22,35402.39,3451
R037,Austin,2023,11,85598.17,43056.82,1106.95,6646.22,32695.99,2607.67,42541.35,2519
R016,San Antonio,2024,1,140728.61,152380.72,7600.63,8320.8,134560.66,1898.62,-11652.11,5487
R023,Austin,2024,2,93682.57,48552.72,5000.44,14954.35,26123.93,2474.0,45129.84,4406
R006,Austin,2023,1,75684.32,42057.14,6767.32,11956.97,17118.04,6214.81,33627.18,3458
R051,Austin,2024,8,77448.59,36086.34,6064.87,2595.8,21696.34,5729.33,41362.25,4382
R036,Austin,2023,9,107413.57,28422.49,974.0,4390.29,20413.99,2644.22,78991.08,3888
R013,Fort Worth,2022,7,86596.29,48720.23,,13658.51,30181.01,4880.71,37876.07,3304
R008,Houston,2023,12,89647.11,50046.19,7231.8,8052.2,29739.13,5023.05,39600.92,2566
R044,San Antonio,2022,2,90389.58,29994.22,,8145.47,16904.13,4944.61,60395.36,3069
R053,Houston,2022,5,42733.39,48536.3,5445.43,12162.28,26337.77,4590.83,-5802.91,1661
R055,San Antonio,2023,5,115670.9,36655.53,4746.68,9183.72,20126.05,2599.09,79015.38,4125
R012,Dallas,2024,8,75916.98,48995.29,5329.49,9878.44,28504.63,5282.73,26921.69,4810
R002,San Antonio,2024,10,87129.38,50400.44,9551.52,11218.68,22840.29,6789.95,36728.94,1896
R036,Austin,2023,7,130958.22,48950.48,3933.4,11730.07,31676.43,1610.58,82007.74,1149
R015,San Antonio,2024,2,55326.87,26646.4,,1026.59,24065.52,1554.29,28680.47,3549
R015,San Antonio,2024,3,86607.45,39290.46,6450.4,7611.95,22201.69,3026.42,47316.99,3854
R059,San Antonio,2023,12,68684.17,44965.71,3307.2,15232.31,23931.15,2495.05,23718.46,5316
R007,Fort Worth,2023,3,88272.01,43397.64,6667.06,4018.79,26870.28,5841.5,44874.37,3274
R007,Fort Worth,2024,8,113176.95,45036.73,3985.78,6486.87,31039.05,3525.02,68140.22,2264
R018,San Antonio,2022,9,93674.03,52698.71,5137.69,16311.02,27981.99,3268.01,40975.32,4556
R030,Dallas,2022,7,90145.08,39777.25,10242.95,3724.43,24730.54,1079.33,50367.84,2804
R013,Fort Worth,2022,1,59564.95,45686.67,5871.35,6442.27,26724.49,6648.56,13878.29,4998
R054,Fort Worth,2022,2,54606.39,40951.61,5365.83,4438.8,27310.77,3836.21,13654.78,2638
R024,Dallas,2024,4,85387.68,44099.59,4866.22,14363.97,21333.66,3535.75,41288.08,5821
R017,San Antonio,2024,11,76445.36,35430.65,,11196.09,22553.8,1680.76,41014.72,1769
R040,Dallas,2022,3,56872.88,39200.26,,10221.59,30967.93,-1989.27,17672.63,3904
R040,Dallas,2024,6,71507.13,40367.41,6951.65,10026.57,17922.38,5466.81,31139.72,2377
R051,Austin,2024,1,91820.38,33791.32,-444.91,10498.42,19251.29,4486.52,58029.05,3100
R012,Dallas,2023,7,96261.25,38583.42,1993.84,13155.84,20009.7,3424.04,57677.83,5810
R007,Fort Worth,2023,12,83005.64,54191.0,4949.95,12453.3,31951.04,4836.72,28814.64,3446
R003,San Antonio,2024,4,54684.55,47093.64,6671.38,6610.88,27649.02,6162.35,7590.91,2538
R037,Austin,2022,4,122503.37,43987.59,4175.72,10253.14,27183.58,2375.15,78515.79,3154
R046,Dallas,2024,10,99908.5,43427.34,2492.12,11132.36,25582.86,4220.01,56481.16,1490
R017,San Antonio,2022,7,60672.91,41543.42,5001.0,10588.91,21010.93,4942.57,19129.5,4927
R050,San Antonio,2023,1,86710.33,44486.85,5501.9,7515.46,28428.28,3041.21,42223.48,4012
R037,Austin,2023,9,57804.76,47117.89,3280.64,8933.74,32404.53,2498.98,10686.87,5508
R036,Austin,2023,10,114900.53,43239.32,8506.39,8904.54,20797.54,5030.86,71661.21,2811
R001,Houston,2024,6,83810.52,43437.33,6929.62,6805.51,25543.56,4158.65,40373.19,3691
R057,Dallas,2022,3,129740.58,53871.76,7015.3,10481.56,30641.71,5733.2,75868.82,2602
R004,Dallas,2023,5,44812.21,49277.51,3444.37,6668.27,33761.35,5403.52,-4465.3,1332
